m,TagName,
"2016-11-01 00:00:00","java","15641"
"2016-11-01 00:00:00","javascript","20513"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11938"
"2016-11-01 00:00:00","python","14177"
"2016-11-01 00:00:00","r","3559"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4362"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2795"
"2016-12-01 00:00:00","c#","10683"
"2016-12-01 00:00:00","c++","5223"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13840"
"2016-12-01 00:00:00","javascript","19797"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11473"
"2016-12-01 00:00:00","python","13045"
"2016-12-01 00:00:00","r","3150"
"2016-12-01 00:00:00","ruby","1626"
"2016-12-01 00:00:00","swift","3927"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2756"
"2017-01-01 00:00:00","c#","11692"
"2017-01-01 00:00:00","c++","5646"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14556"
"2017-01-01 00:00:00","javascript","21391"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12613"
"2017-01-01 00:00:00","python","14269"
"2017-01-01 00:00:00","r","3489"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4337"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2726"
"2017-02-01 00:00:00","c#","11488"
"2017-02-01 00:00:00","c++","5165"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14557"
"2017-02-01 00:00:00","javascript","21179"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12489"
"2017-02-01 00:00:00","python","14766"
"2017-02-01 00:00:00","r","3676"
"2017-02-01 00:00:00","ruby","1626"
"2017-02-01 00:00:00","swift","4055"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c","2968"
"2017-03-01 00:00:00","c#","12988"
"2017-03-01 00:00:00","c++","6221"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17301"
"2017-03-01 00:00:00","javascript","23696"
"2017-03-01 00:00:00","perl","410"
"2017-03-01 00:00:00","php","14042"
"2017-03-01 00:00:00","python","17114"
"2017-03-01 00:00:00","r","4602"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4610"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2852"
"2017-04-01 00:00:00","c#","11086"
"2017-04-01 00:00:00","c++","5875"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15919"
"2017-04-01 00:00:00","javascript","21226"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12402"
"2017-04-01 00:00:00","python","15639"
"2017-04-01 00:00:00","r","4265"
"2017-04-01 00:00:00","ruby","1487"
"2017-04-01 00:00:00","swift","3912"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2741"
"2017-05-01 00:00:00","c#","11972"
"2017-05-01 00:00:00","c++","5298"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16332"
"2017-05-01 00:00:00","javascript","22382"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13024"
"2017-05-01 00:00:00","python","16179"
"2017-05-01 00:00:00","r","4315"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4091"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11299"
"2017-06-01 00:00:00","c++","4684"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14623"
"2017-06-01 00:00:00","javascript","21562"
"2017-06-01 00:00:00","perl","313"
"2017-06-01 00:00:00","php","11736"
"2017-06-01 00:00:00","python","16014"
"2017-06-01 00:00:00","r","4447"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","swift","4196"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2048"
"2017-07-01 00:00:00","c#","11201"
"2017-07-01 00:00:00","c++","5020"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","656"
"2017-07-01 00:00:00","java","14132"
"2017-07-01 00:00:00","javascript","21602"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","php","11762"
"2017-07-01 00:00:00","python","16909"
"2017-07-01 00:00:00","r","4579"
"2017-07-01 00:00:00","ruby","1520"
"2017-07-01 00:00:00","swift","4345"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2042"
"2017-08-01 00:00:00","c#","10949"
"2017-08-01 00:00:00","c++","4786"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13749"
"2017-08-01 00:00:00","javascript","21336"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11628"
"2017-08-01 00:00:00","python","16457"
"2017-08-01 00:00:00","r","4569"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4178"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2101"
"2017-09-01 00:00:00","c#","9871"
"2017-09-01 00:00:00","c++","4467"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12747"
"2017-09-01 00:00:00","javascript","18985"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10681"
"2017-09-01 00:00:00","python","15445"
"2017-09-01 00:00:00","r","4221"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3760"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2780"
"2017-10-01 00:00:00","c#","10232"
"2017-10-01 00:00:00","c++","5216"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","java","14002"
"2017-10-01 00:00:00","javascript","19854"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10814"
"2017-10-01 00:00:00","python","16932"
"2017-10-01 00:00:00","r","4541"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3899"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2948"
"2017-11-01 00:00:00","c#","9790"
"2017-11-01 00:00:00","c++","5032"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14169"
"2017-11-01 00:00:00","javascript","19403"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10584"
"2017-11-01 00:00:00","python","16962"
"2017-11-01 00:00:00","r","4507"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3665"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2195"
"2017-12-01 00:00:00","c#","8605"
"2017-12-01 00:00:00","c++","4457"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","525"
"2017-12-01 00:00:00","java","11971"
"2017-12-01 00:00:00","javascript","16966"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9121"
"2017-12-01 00:00:00","python","14936"
"2017-12-01 00:00:00","r","3715"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3200"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2215"
"2018-01-01 00:00:00","c#","9373"
"2018-01-01 00:00:00","c++","4753"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12334"
"2018-01-01 00:00:00","javascript","18893"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10105"
"2018-01-01 00:00:00","python","16234"
"2018-01-01 00:00:00","r","4199"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3742"
"2018-02-01 00:00:00","assembly","282"
"2018-02-01 00:00:00","c","2143"
"2018-02-01 00:00:00","c#","8580"
"2018-02-01 00:00:00","c++","4567"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","580"
"2018-02-01 00:00:00","java","12024"
"2018-02-01 00:00:00","javascript","17213"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9113"
"2018-02-01 00:00:00","python","16295"
"2018-02-01 00:00:00","r","4501"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3405"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2466"
"2018-03-01 00:00:00","c#","9791"
"2018-03-01 00:00:00","c++","5182"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13553"
"2018-03-01 00:00:00","javascript","19140"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9815"
"2018-03-01 00:00:00","python","17897"
"2018-03-01 00:00:00","r","5103"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4045"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2184"
"2018-04-01 00:00:00","c#","9233"
"2018-04-01 00:00:00","c++","4665"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13486"
"2018-04-01 00:00:00","javascript","17953"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8925"
"2018-04-01 00:00:00","python","16973"
"2018-04-01 00:00:00","r","4730"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3571"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2366"
"2018-05-01 00:00:00","c#","9924"
"2018-05-01 00:00:00","c++","4685"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","631"
"2018-05-01 00:00:00","java","13467"
"2018-05-01 00:00:00","javascript","18059"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9450"
"2018-05-01 00:00:00","python","17561"
"2018-05-01 00:00:00","r","4733"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3617"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1835"
"2018-06-01 00:00:00","c#","8783"
"2018-06-01 00:00:00","c++","4097"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","675"
"2018-06-01 00:00:00","java","11784"
"2018-06-01 00:00:00","javascript","17171"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","php","8417"
"2018-06-01 00:00:00","python","16800"
"2018-06-01 00:00:00","r","4487"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3141"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9402"
"2018-07-01 00:00:00","c++","3912"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","java","11748"
"2018-07-01 00:00:00","javascript","17789"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8540"
"2018-07-01 00:00:00","python","17931"
"2018-07-01 00:00:00","r","4405"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3668"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1680"
"2018-08-01 00:00:00","c#","9479"
"2018-08-01 00:00:00","c++","3901"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","707"
"2018-08-01 00:00:00","java","11297"
"2018-08-01 00:00:00","javascript","17846"
"2018-08-01 00:00:00","perl","228"
"2018-08-01 00:00:00","php","8465"
"2018-08-01 00:00:00","python","17716"
"2018-08-01 00:00:00","r","4104"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3568"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1837"
"2018-09-01 00:00:00","c#","8357"
"2018-09-01 00:00:00","c++","3739"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","675"
"2018-09-01 00:00:00","java","10713"
"2018-09-01 00:00:00","javascript","15999"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7644"
"2018-09-01 00:00:00","python","15990"
"2018-09-01 00:00:00","r","3758"
"2018-09-01 00:00:00","ruby","777"
"2018-09-01 00:00:00","swift","3139"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2447"
"2018-10-01 00:00:00","c#","9326"
"2018-10-01 00:00:00","c++","4307"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","791"
"2018-10-01 00:00:00","java","12488"
"2018-10-01 00:00:00","javascript","17397"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","php","8151"
"2018-10-01 00:00:00","python","18129"
"2018-10-01 00:00:00","r","4358"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3269"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2521"
"2018-11-01 00:00:00","c#","8468"
"2018-11-01 00:00:00","c++","4342"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11696"
"2018-11-01 00:00:00","javascript","16159"
"2018-11-01 00:00:00","perl","237"
"2018-11-01 00:00:00","php","7069"
"2018-11-01 00:00:00","python","17997"
"2018-11-01 00:00:00","r","4229"
"2018-11-01 00:00:00","ruby","834"
"2018-11-01 00:00:00","swift","2976"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2191"
"2018-12-01 00:00:00","c#","7542"
"2018-12-01 00:00:00","c++","3556"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","657"
"2018-12-01 00:00:00","java","10432"
"2018-12-01 00:00:00","javascript","14261"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","php","6187"
"2018-12-01 00:00:00","python","15716"
"2018-12-01 00:00:00","r","3398"
"2018-12-01 00:00:00","ruby","807"
"2018-12-01 00:00:00","swift","2782"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2281"
"2019-01-01 00:00:00","c#","8743"
"2019-01-01 00:00:00","c++","3905"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","658"
"2019-01-01 00:00:00","java","11018"
"2019-01-01 00:00:00","javascript","16004"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7165"
"2019-01-01 00:00:00","python","16931"
"2019-01-01 00:00:00","r","3944"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2907"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2053"
"2019-02-01 00:00:00","c#","8349"
"2019-02-01 00:00:00","c++","3730"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10984"
"2019-02-01 00:00:00","javascript","15673"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7264"
"2019-02-01 00:00:00","python","17506"
"2019-02-01 00:00:00","r","4250"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2682"
"2019-03-01 00:00:00","assembly","275"
"2019-03-01 00:00:00","c","2380"
"2019-03-01 00:00:00","c#","8953"
"2019-03-01 00:00:00","c++","4421"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","723"
"2019-03-01 00:00:00","java","12030"
"2019-03-01 00:00:00","javascript","17312"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7771"
"2019-03-01 00:00:00","python","19884"
"2019-03-01 00:00:00","r","4493"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2946"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2428"
"2019-04-01 00:00:00","c#","9109"
"2019-04-01 00:00:00","c++","4372"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11158"
"2019-04-01 00:00:00","javascript","16150"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7146"
"2019-04-01 00:00:00","python","19809"
"2019-04-01 00:00:00","r","4598"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3074"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2090"
"2019-05-01 00:00:00","c#","9016"
"2019-05-01 00:00:00","c++","4123"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","673"
"2019-05-01 00:00:00","java","11089"
"2019-05-01 00:00:00","javascript","16125"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6939"
"2019-05-01 00:00:00","python","18878"
"2019-05-01 00:00:00","r","4290"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3104"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7599"
"2019-06-01 00:00:00","c++","3639"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9624"
"2019-06-01 00:00:00","javascript","14792"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","5994"
"2019-06-01 00:00:00","python","17218"
"2019-06-01 00:00:00","r","3947"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3086"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1752"
"2019-07-01 00:00:00","c#","8441"
"2019-07-01 00:00:00","c++","4262"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","627"
"2019-07-01 00:00:00","java","10822"
"2019-07-01 00:00:00","javascript","16132"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6650"
"2019-07-01 00:00:00","python","19739"
"2019-07-01 00:00:00","r","4200"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3037"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1550"
"2019-08-01 00:00:00","c#","7703"
"2019-08-01 00:00:00","c++","3289"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9079"
"2019-08-01 00:00:00","javascript","15201"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5801"
"2019-08-01 00:00:00","python","18027"
"2019-08-01 00:00:00","r","3950"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2540"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2004"
"2019-09-01 00:00:00","c#","7836"
"2019-09-01 00:00:00","c++","3778"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","619"
"2019-09-01 00:00:00","java","9663"
"2019-09-01 00:00:00","javascript","14868"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5555"
"2019-09-01 00:00:00","python","16863"
"2019-09-01 00:00:00","r","3936"
"2019-09-01 00:00:00","ruby","717"
"2019-09-01 00:00:00","swift","2552"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2477"
"2019-10-01 00:00:00","c#","8405"
"2019-10-01 00:00:00","c++","4836"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","634"
"2019-10-01 00:00:00","java","11201"
"2019-10-01 00:00:00","javascript","15964"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6041"
"2019-10-01 00:00:00","python","20431"
"2019-10-01 00:00:00","r","4385"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3097"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2510"
"2019-11-01 00:00:00","c#","8014"
"2019-11-01 00:00:00","c++","4728"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","go","602"
"2019-11-01 00:00:00","java","10313"
"2019-11-01 00:00:00","javascript","15740"
"2019-11-01 00:00:00","perl","222"
"2019-11-01 00:00:00","php","6068"
"2019-11-01 00:00:00","python","20589"
"2019-11-01 00:00:00","r","4285"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2875"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2145"
"2019-12-01 00:00:00","c#","7203"
"2019-12-01 00:00:00","c++","4198"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","616"
"2019-12-01 00:00:00","java","9030"
"2019-12-01 00:00:00","javascript","14301"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","php","5224"
"2019-12-01 00:00:00","python","18097"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2662"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2051"
"2020-01-01 00:00:00","c#","7800"
"2020-01-01 00:00:00","c++","4230"
"2020-01-01 00:00:00","delphi","164"
"2020-01-01 00:00:00","go","648"
"2020-01-01 00:00:00","java","9953"
"2020-01-01 00:00:00","javascript","16015"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5890"
"2020-01-01 00:00:00","python","19960"
"2020-01-01 00:00:00","r","4146"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","swift","2895"
"2020-02-01 00:00:00","assembly","272"
"2020-02-01 00:00:00","c","1980"
"2020-02-01 00:00:00","c#","7717"
"2020-02-01 00:00:00","c++","4091"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","662"
"2020-02-01 00:00:00","java","10040"
"2020-02-01 00:00:00","javascript","15725"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5671"
"2020-02-01 00:00:00","python","20037"
"2020-02-01 00:00:00","r","4681"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2759"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2488"
"2020-03-01 00:00:00","c#","7787"
"2020-03-01 00:00:00","c++","4641"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","653"
"2020-03-01 00:00:00","java","11052"
"2020-03-01 00:00:00","javascript","17565"
"2020-03-01 00:00:00","perl","198"
"2020-03-01 00:00:00","php","5655"
"2020-03-01 00:00:00","python","22679"
"2020-03-01 00:00:00","r","5121"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2909"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3251"
"2020-04-01 00:00:00","c#","8580"
"2020-04-01 00:00:00","c++","6221"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","go","796"
"2020-04-01 00:00:00","java","12615"
"2020-04-01 00:00:00","javascript","20893"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6627"
"2020-04-01 00:00:00","python","27620"
"2020-04-01 00:00:00","r","6171"
"2020-04-01 00:00:00","ruby","768"
"2020-04-01 00:00:00","swift","3451"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3373"
"2020-05-01 00:00:00","c#","8594"
"2020-05-01 00:00:00","c++","6414"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","752"
"2020-05-01 00:00:00","java","12015"
"2020-05-01 00:00:00","javascript","21471"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6520"
"2020-05-01 00:00:00","python","29442"
"2020-05-01 00:00:00","r","6012"
"2020-05-01 00:00:00","ruby","696"
"2020-05-01 00:00:00","swift","3520"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2593"
"2020-06-01 00:00:00","c#","7895"
"2020-06-01 00:00:00","c++","5627"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10826"
"2020-06-01 00:00:00","javascript","19811"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5926"
"2020-06-01 00:00:00","python","27104"
"2020-06-01 00:00:00","r","5434"
"2020-06-01 00:00:00","ruby","613"
"2020-06-01 00:00:00","swift","3160"
"2020-07-01 00:00:00","assembly","275"
"2020-07-01 00:00:00","c","2098"
"2020-07-01 00:00:00","c#","7813"
"2020-07-01 00:00:00","c++","5164"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","643"
"2020-07-01 00:00:00","java","10441"
"2020-07-01 00:00:00","javascript","19884"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5934"
"2020-07-01 00:00:00","python","26265"
"2020-07-01 00:00:00","r","4939"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2987"
"2020-08-01 00:00:00","assembly","266"
"2020-08-01 00:00:00","c","1896"
"2020-08-01 00:00:00","c#","7068"
"2020-08-01 00:00:00","c++","4780"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","709"
"2020-08-01 00:00:00","java","9310"
"2020-08-01 00:00:00","javascript","18051"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4984"
"2020-08-01 00:00:00","python","23043"
"2020-08-01 00:00:00","r","4498"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2679"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2162"
"2020-09-01 00:00:00","c#","6456"
"2020-09-01 00:00:00","c++","3923"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","728"
"2020-09-01 00:00:00","java","8943"
"2020-09-01 00:00:00","javascript","16767"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4778"
"2020-09-01 00:00:00","python","21745"
"2020-09-01 00:00:00","r","4757"
"2020-09-01 00:00:00","ruby","514"
"2020-09-01 00:00:00","swift","2564"
"2020-10-01 00:00:00","assembly","345"
"2020-10-01 00:00:00","c","2381"
"2020-10-01 00:00:00","c#","6198"
"2020-10-01 00:00:00","c++","4328"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8940"
"2020-10-01 00:00:00","javascript","16431"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4584"
"2020-10-01 00:00:00","python","22811"
"2020-10-01 00:00:00","r","5069"
"2020-10-01 00:00:00","ruby","493"
"2020-10-01 00:00:00","swift","2320"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2701"
"2020-11-01 00:00:00","c#","5985"
"2020-11-01 00:00:00","c++","4323"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","529"
"2020-11-01 00:00:00","java","8492"
"2020-11-01 00:00:00","javascript","15530"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4626"
"2020-11-01 00:00:00","python","22203"
"2020-11-01 00:00:00","r","4805"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2166"
"2020-12-01 00:00:00","assembly","298"
